 ,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sale Amount,Cost Price,Profit,Payment Mode,Delivery Status,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Stock Left
ORD1246,21-01-2024,22-01-2024,CUST544,Alexandra Lawson,Corporate,PROD3706,Office Chair,Furniture,West,Tennessee,South Johnny,9,282,20,2030.4,1242.63,787.77,Net Banking,Cancelled,No,0,Kemp Inc,salazarsophia@example.org,43
ORD1247,06-03-2024,10-03-2024,CUST538,Kristen Hernandez,Home Office,PROD8276,File Folder,Office Supplies,East,Montana,Hoodton,2,845,0,1690,1374.98,315.02,Cash,Pending,No,0,"Brown, Gallagher and Lyons",cortezerika@example.com,35
ORD1248,14-08-2024,16-08-2024,CUST641,Sandra Donaldson,Corporate,PROD5724,Notebook,Office Supplies,East,Kansas,West Bobbyside,1,383,10,344.7,262.26,82.44,Cash,Cancelled,No,0,Edwards-Howard,villarrealmelinda@example.org,12
ORD1249,25-02-2025,27-02-2025,CUST853,Pamela Atkins,Home Office,PROD1510,Bookshelf,Furniture,West,Hawaii,South Lori,8,744,20,4761.6,4211.02,550.58,Debit Card,Delivered,Yes,50,"Everett, Harris and Freeman",alexanderfernandez@example.net,8
ORD1250,06-10-2025,07-10-2025,CUST989,Pamela Summers,Consumer,PROD5566,Snacks,Grocery,West,Tennessee,North Anthony,4,753,20,2409.6,1562.72,846.88,UPI,Delivered,No,0,Henry PLC,uwilliams@example.com,28
ORD1251,22-06-2025,25-06-2025,CUST862,Andrea Cook,Corporate,PROD8531,Cooking Oil,Grocery,South,Virginia,New Amanda,10,2360,5,22420,14122.62,8297.38,Cash,Delivered,No,0,Sellers-Conner,desiree03@example.net,50
ORD1252,10-08-2024,13-08-2024,CUST962,Christian Lane,Corporate,PROD3798,Cooking Oil,Grocery,South,Utah,Lake Leslie,3,2653,5,7561.05,5090.08,2470.97,Net Banking,Returned,No,0,Murphy Ltd,qgonzales@example.org,42
ORD1253,06-03-2025,10-03-2025,CUST291,Susan Cherry,Home Office,PROD2463,Laptop,Electronics,North,Vermont,West Sean,10,3036,10,27324,21057.63,6266.37,Net Banking,Pending,Yes,49,Carter-Ware,jeff73@example.org,8
ORD1254,21-05-2025,24-05-2025,CUST306,Allen Benson,Corporate,PROD3566,Stapler,Office Supplies,North,Louisiana,Bradleyfort,5,4307,0,21535,15438.38,6096.62,Cash,Delivered,No,0,"Wright, Jones and Daniel",mollytaylor@example.com,19
ORD1255,12-03-2024,16-03-2024,CUST790,Jasmine Fisher,Consumer,PROD1098,Monitor,Electronics,East,Louisiana,Careyshire,4,3324,20,10636.8,7480.35,3156.45,Debit Card,Returned,No,0,Manning Group,randallhall@example.com,44
ORD1256,15-07-2024,18-07-2024,CUST357,Linda Peterson,Corporate,PROD2598,Cooking Oil,Grocery,West,Indiana,South Nicoleside,5,904,10,4068,2786.45,1281.55,Debit Card,Cancelled,No,0,Gillespie-Bowman,allen64@example.org,39
ORD1257,06-10-2024,07-10-2024,CUST685,Carrie Reed,Corporate,PROD6933,Mouse,Electronics,North,Delaware,Jillianland,4,4691,20,15011.2,12076.79,2934.41,Credit Card,Pending,No,0,Brown Ltd,justin58@example.com,42
ORD1258,22-09-2024,28-09-2024,CUST465,Heather Smith,Corporate,PROD1280,Notebook,Office Supplies,West,Hawaii,Susanborough,2,2946,0,5892,5213.01,678.99,Cash,Delivered,No,0,Taylor-Nelson,jamie48@example.com,46
ORD1259,17-01-2025,23-01-2025,CUST667,Paul Nicholson,Corporate,PROD9568,Pen,Office Supplies,North,South Dakota,North Johnport,1,3579,0,3579,3132.51,446.49,Debit Card,Pending,No,0,Williams PLC,elizabethsherman@example.org,10
ORD1260,01-12-2023,07-12-2023,CUST914,Steven Avila,Consumer,PROD8679,Dining Table,Furniture,North,Utah,West Zachary,1,1219,10,1097.1,674.14,422.96,Credit Card,Returned,No,0,Anderson-Bell,snydermichael@example.net,30
ORD1261,08-03-2025,10-03-2025,CUST260,Douglas Cantu,Home Office,PROD3362,Pen,Office Supplies,North,Tennessee,New Cynthiaton,2,4361,20,6977.6,5169.59,1808.01,Debit Card,Pending,No,0,Mcguire Ltd,jeffreyneal@example.net,10
ORD1262,26-07-2024,31-07-2024,CUST815,Alicia Jordan,Home Office,PROD8467,Study Table,Furniture,East,Washington,Lake Danielton,2,3140,15,5338,3947.17,1390.83,UPI,Cancelled,No,0,Davis Group,matthew65@example.com,20
ORD1263,07-04-2024,13-04-2024,CUST142,Mark Bryan MD,Consumer,PROD6211,Study Table,Furniture,West,Rhode Island,Lake Christineton,3,1550,15,3952.5,2576.2,1376.3,Debit Card,Cancelled,No,0,Hudson and Sons,rebecca74@example.com,24
ORD1264,11-06-2024,13-06-2024,CUST113,Kevin Cochran,Consumer,PROD3190,Monitor,Electronics,North,Massachusetts,Randallstad,3,1165,5,3320.25,2771.47,548.78,Cash,Returned,No,0,Powell-Jacobs,lewistiffany@example.org,32
ORD1265,29-03-2025,01-04-2025,CUST484,Kara Allen,Home Office,PROD8926,Mouse,Electronics,North,Ohio,Mooreland,2,3293,0,6586,4839.34,1746.66,Credit Card,Cancelled,No,0,Chan-Martinez,baileyterry@example.net,44
ORD1266,25-08-2025,01-09-2025,CUST524,Darrell Martin MD,Corporate,PROD8980,Juice Pack,Grocery,West,Colorado,Port Russellbury,8,2094,5,15914.4,12744.18,3170.22,Net Banking,Delivered,Yes,47,Taylor and Sons,kyle10@example.net,4
ORD1267,14-01-2025,15-01-2025,CUST832,Anthony Jackson,Consumer,PROD6021,Sugar,Grocery,West,Missouri,Hillmouth,3,954,5,2718.9,1812.38,906.52,Net Banking,Cancelled,No,0,Walker and Sons,bbrown@example.net,23
ORD1268,20-09-2025,26-09-2025,CUST304,Denise Weeks,Home Office,PROD7261,Snacks,Grocery,East,Kentucky,South Michaeltown,3,2312,0,6936,4569.79,2366.21,Credit Card,Delivered,No,0,Clark-Gonzalez,stevenwalker@example.org,17
ORD1269,13-09-2024,15-09-2024,CUST625,Joshua Owens,Home Office,PROD1172,Study Table,Furniture,South,North Carolina,Christineland,10,4580,20,36640,22516.79,14123.21,Credit Card,Delivered,No,0,Thompson-Stevenson,jasondavis@example.com,19
ORD1270,19-12-2024,25-12-2024,CUST440,Kevin Christensen,Corporate,PROD6048,Keyboard,Electronics,South,Utah,Jimmyton,9,579,15,4429.35,3068.48,1360.87,Net Banking,Delivered,No,0,Martin-Rodriguez,leeryan@example.com,15
ORD1271,03-12-2024,09-12-2024,CUST835,Gary Adams,Home Office,PROD5654,Stapler,Office Supplies,North,Vermont,North Dianaton,6,4031,5,22976.7,16906.3,6070.4,Cash,Returned,No,0,Bradford-Sanders,matthewball@example.org,38
ORD1272,22-01-2024,29-01-2024,CUST550,Jennifer Cole,Home Office,PROD4849,Rice Bag,Grocery,East,Wisconsin,Lindamouth,3,2111,20,5066.4,3356.47,1709.93,UPI,Delivered,No,0,Johnson-Jacobs,banksbenjamin@example.net,40
ORD1273,07-04-2024,13-04-2024,CUST199,Brenda Hartman,Corporate,PROD7064,Monitor,Electronics,North,Indiana,Lake Amber,9,1872,5,16005.6,12635.75,3369.85,Credit Card,Returned,No,0,Hall and Sons,kyle60@example.org,49
ORD1274,15-10-2025,22-10-2025,CUST962,Alan Kelley,Consumer,PROD6706,Rice Bag,Grocery,West,Ohio,Candacefurt,9,1466,15,11214.9,8911.6,2303.3,Credit Card,Cancelled,No,0,"Powers, Duncan and Davis",elizabeth29@example.net,33
ORD1275,20-02-2025,23-02-2025,CUST777,Erik Hansen,Corporate,PROD9908,Calculator,Office Supplies,East,Illinois,Robinport,1,4386,20,3508.8,2643.09,865.71,Net Banking,Delivered,No,0,Moon Group,jamesmedina@example.org,45
ORD1276,24-12-2024,29-12-2024,CUST376,Gregory Lewis,Home Office,PROD5053,Rice Bag,Grocery,West,South Dakota,New Madison,2,4895,20,7832,5184.7,2647.3,UPI,Delivered,No,0,Rodriguez-Moore,fcrawford@example.com,38
ORD1277,10-11-2024,15-11-2024,CUST565,Chad Cruz,Consumer,PROD1646,Snacks,Grocery,East,Kentucky,Kathrynview,1,750,5,712.5,461.87,250.63,Cash,Delivered,No,0,Greene and Sons,savannahsims@example.com,41
ORD1278,05-08-2024,10-08-2024,CUST388,Sean Guzman,Consumer,PROD5266,Mouse,Electronics,West,New Mexico,New Thomas,1,343,15,291.55,232.52,59.03,Cash,Delivered,No,0,"Davis, Solomon and Johnson",tammywells@example.org,34
ORD1279,28-04-2024,04-05-2024,CUST711,Brianna Vaughn,Corporate,PROD1709,Juice Pack,Grocery,West,Nevada,Patriciafurt,6,3298,20,15830.4,12428.09,3402.31,Debit Card,Delivered,No,0,"Turner, Ramirez and Cruz",gabrielle10@example.org,24
ORD1280,26-11-2023,30-11-2023,CUST247,Brian Becker,Consumer,PROD9108,Notebook,Office Supplies,South,Florida,North Davidview,5,3052,5,14497,9669.52,4827.48,UPI,Cancelled,No,0,Hill-Miller,laura38@example.org,37
ORD1281,07-03-2025,13-03-2025,CUST454,Scott Boyd,Corporate,PROD8795,Sugar,Grocery,North,Ohio,Jessicachester,8,2923,15,19876.4,17370.37,2506.03,UPI,Pending,No,0,"Franklin, Palmer and Carr",katie03@example.org,36
ORD1282,12-10-2024,18-10-2024,CUST390,Alexandra Rocha,Consumer,PROD7499,Juice Pack,Grocery,North,Arizona,Juliefurt,9,4873,10,39471.3,29530.91,9940.39,Debit Card,Cancelled,Yes,34,Mayo Group,duncankelly@example.org,9
ORD1283,17-08-2025,20-08-2025,CUST963,Todd Cox,Home Office,PROD8901,Sugar,Grocery,South,Texas,North Pamelaborough,3,2044,20,4905.6,3354.81,1550.79,UPI,Pending,No,0,Cortez-Dougherty,bwilliams@example.net,50
ORD1284,17-11-2023,23-11-2023,CUST451,Thomas Meyer,Corporate,PROD6545,File Folder,Office Supplies,East,New Hampshire,North Mariachester,7,1398,15,8318.1,5991.99,2326.11,Net Banking,Cancelled,No,0,"Wolf, Hickman and Parker",daniel34@example.org,39
ORD1285,26-07-2024,01-08-2024,CUST439,Lance Nichols,Home Office,PROD9028,Cooking Oil,Grocery,North,Maine,New Evanport,6,1595,5,9091.5,6820.06,2271.44,Net Banking,Delivered,No,0,Wilson and Sons,holdermary@example.com,16
ORD1286,29-04-2024,05-05-2024,CUST542,Michael Stafford,Corporate,PROD2236,Pen,Office Supplies,South,Arkansas,Christopherchester,8,4610,15,31348,21323.45,10024.55,Debit Card,Cancelled,Yes,25,Frazier-Chavez,joshua67@example.net,9
ORD1287,30-05-2024,06-06-2024,CUST550,Charles Miller,Corporate,PROD3373,Keyboard,Electronics,East,Arizona,Dwayneberg,8,3869,5,29404.4,20851.54,8552.86,Credit Card,Returned,No,0,Roman-Kelly,wduran@example.com,13
ORD1288,02-03-2024,03-03-2024,CUST323,Alisha Powell,Consumer,PROD3021,Headphones,Electronics,South,Kansas,East Christyland,4,3555,20,11376,10022.75,1353.25,Net Banking,Pending,No,0,Guerra LLC,odonnellmichael@example.com,27
ORD1289,23-07-2024,24-07-2024,CUST933,Sarah Cross,Home Office,PROD9186,Monitor,Electronics,South,Oregon,West Pamelatown,4,3717,0,14868,11534.47,3333.53,Credit Card,Delivered,No,0,"Anthony, Brown and Stone",grantcarolyn@example.com,48
ORD1290,05-01-2024,10-01-2024,CUST563,Angela Oconnell,Corporate,PROD8047,Headphones,Electronics,North,Montana,West Lindsayfort,8,4238,5,32208.8,21472.37,10736.43,Cash,Delivered,Yes,30,"Martinez, Oneill and Brooks",linmichele@example.com,7
ORD1291,03-09-2024,06-09-2024,CUST303,Kristen Hinton,Consumer,PROD9131,Monitor,Electronics,East,Kansas,New Jerry,8,774,15,5263.2,4408.45,854.75,Credit Card,Pending,No,0,Berger Inc,clewis@example.net,47
ORD1292,12-04-2024,14-04-2024,CUST875,Michael Keith,Consumer,PROD6975,Monitor,Electronics,West,Texas,Lake Taylor,5,667,10,3001.5,2171.7,829.8,Net Banking,Cancelled,Yes,24,Stanley Ltd,andersonanna@example.net,5
ORD1293,29-11-2024,04-12-2024,CUST702,Jennifer Clements,Home Office,PROD1830,Cooking Oil,Grocery,North,Indiana,Meganport,10,1029,5,9775.5,5931.84,3843.66,Net Banking,Cancelled,No,0,Burnett-Garcia,jennynelson@example.org,42
ORD1294,29-10-2025,30-10-2025,CUST686,Paul Park,Corporate,PROD4128,Dining Table,Furniture,North,New Jersey,Allisonton,10,1649,10,14841,11734.17,3106.83,UPI,Delivered,Yes,27,Key and Sons,kristinbutler@example.net,2
ORD1295,18-06-2025,20-06-2025,CUST385,Johnny Hernandez,Corporate,PROD3171,Bookshelf,Furniture,North,Wisconsin,New Nathanburgh,6,4598,20,22070.4,15172.69,6897.71,Cash,Cancelled,No,0,Rivera Ltd,arthurortiz@example.com,44
ORD1296,01-07-2024,05-07-2024,CUST949,Chris Harper,Corporate,PROD7027,Laptop,Electronics,North,North Carolina,Kristinstad,2,3149,5,5983.1,4025.89,1957.21,Cash,Pending,No,0,Williams PLC,lisaliu@example.org,46
ORD1297,01-02-2024,03-02-2024,CUST975,Claudia Byrd,Consumer,PROD6595,Rice Bag,Grocery,West,Illinois,West Kaylamouth,10,2149,20,17192,12621.18,4570.82,UPI,Pending,No,0,"Jordan, Mitchell and Mitchell",dlewis@example.com,13
ORD1298,15-02-2024,17-02-2024,CUST144,Timothy Henderson,Consumer,PROD1140,Snacks,Grocery,West,Tennessee,Bakerview,1,205,5,194.75,155.29,39.46,UPI,Pending,No,0,Smith-Ross,leechad@example.com,41
ORD1299,07-01-2024,09-01-2024,CUST436,Diana Wilson,Home Office,PROD5460,Sofa,Furniture,North,Missouri,East Francisco,4,2155,5,8189,6246.36,1942.64,Cash,Returned,Yes,35,"Weaver, Collier and Smith",abigail85@example.org,5
ORD1300,13-11-2023,19-11-2023,CUST497,Aaron Powers,Consumer,PROD6367,Snacks,Grocery,South,New Jersey,Brandonfurt,4,526,20,1683.2,1506.89,176.31,Net Banking,Pending,No,0,Wu Ltd,dawn52@example.net,16
ORD1301,17-04-2024,21-04-2024,CUST252,Regina Meadows,Home Office,PROD3150,Stapler,Office Supplies,West,Rhode Island,East Vickie,9,3820,10,30942,20057.33,10884.67,Credit Card,Delivered,No,0,White LLC,thomaswendy@example.net,49
ORD1302,23-11-2024,30-11-2024,CUST250,Daniel Gilmore,Consumer,PROD4334,Sugar,Grocery,East,Nevada,Lake Brandon,10,3721,15,31628.5,21086.23,10542.27,UPI,Delivered,No,0,"Miller, Olson and Graham",julia78@example.net,14
ORD1303,06-08-2025,08-08-2025,CUST712,Douglas Cordova,Consumer,PROD2342,Calculator,Office Supplies,South,Vermont,Sharpfurt,3,4392,15,11199.6,9095.83,2103.77,Cash,Returned,No,0,"Day, Mcdonald and Andrade",patrickmurphy@example.net,47
ORD1304,14-11-2023,21-11-2023,CUST171,Kathleen Allen,Home Office,PROD1738,Laptop,Electronics,South,Missouri,Larsonmouth,3,842,20,2020.8,1657.15,363.65,Net Banking,Pending,Yes,50,"Hickman, Johnson and Brown",michelle89@example.org,7
ORD1305,30-11-2023,02-12-2023,CUST975,Amanda Farrell,Home Office,PROD2183,Rice Bag,Grocery,East,Texas,East Dustin,1,1781,20,1424.8,1154.8,270,Credit Card,Pending,Yes,50,Cobb-Crawford,vstewart@example.net,2
ORD1306,12-02-2025,18-02-2025,CUST867,Cheryl Morrison,Consumer,PROD8973,Cooking Oil,Grocery,East,Colorado,New Tony,9,2820,20,20304,16128.84,4175.16,Credit Card,Cancelled,No,0,Nixon-Brady,stevensjennifer@example.com,18
ORD1307,05-08-2025,06-08-2025,CUST169,Brittany Smith,Home Office,PROD5059,Bookshelf,Furniture,West,Idaho,Delgadochester,4,1254,15,4263.6,3124.86,1138.74,Net Banking,Returned,No,0,"Cooper, Maldonado and Taylor",justin35@example.org,29
ORD1308,24-04-2025,26-04-2025,CUST849,Ashley Hall,Consumer,PROD3459,Snacks,Grocery,East,Florida,New Danielshire,3,534,20,1281.6,913.9,367.7,Cash,Pending,Yes,22,Foster LLC,qsimon@example.com,8
ORD1309,23-06-2024,29-06-2024,CUST294,Karen Hill,Corporate,PROD3239,Notebook,Office Supplies,South,Tennessee,Cookchester,7,249,5,1655.85,1257.89,397.96,Net Banking,Returned,Yes,32,Brown Inc,samanthamorrison@example.net,2
ORD1310,06-02-2024,09-02-2024,CUST178,Brandon West,Corporate,PROD7728,Mouse,Electronics,South,Oregon,Millerview,7,2578,0,18046,15904.33,2141.67,UPI,Returned,No,0,Wood LLC,miguel76@example.net,39
ORD1311,27-09-2025,28-09-2025,CUST302,Amber Park,Corporate,PROD1544,Stapler,Office Supplies,South,Missouri,North David,4,3633,20,11625.6,8407.55,3218.05,Net Banking,Returned,No,0,"Byrd, Martin and Townsend",ucunningham@example.com,40
ORD1312,14-06-2024,16-06-2024,CUST685,Renee Simmons,Consumer,PROD3579,Dining Table,Furniture,South,California,West Amber,3,1233,15,3144.15,2126.16,1017.99,Cash,Delivered,No,0,"Nolan, Hartman and Reed",nbrown@example.org,44
ORD1313,10-12-2023,14-12-2023,CUST607,Yolanda Cooper,Home Office,PROD9761,Bookshelf,Furniture,East,New Mexico,Kellerbury,7,1106,0,7742,5007.59,2734.41,UPI,Returned,No,0,Rogers-Robinson,kcruz@example.org,41
ORD1314,28-07-2025,04-08-2025,CUST449,William Jensen,Home Office,PROD2500,Keyboard,Electronics,West,Alabama,Kaylaside,9,4850,20,34920,21323.81,13596.19,Credit Card,Cancelled,No,0,Smith LLC,nbuck@example.net,33
ORD1315,13-04-2024,20-04-2024,CUST586,Kristen Perez,Home Office,PROD6105,Stapler,Office Supplies,East,New Mexico,Lake Stacychester,2,1840,20,2944,1829.48,1114.52,Net Banking,Delivered,No,0,Berg-Armstrong,michaelhuber@example.net,17
ORD1316,17-08-2025,18-08-2025,CUST224,Christopher Hill,Corporate,PROD9071,Snacks,Grocery,East,Kentucky,Lake Kenneth,7,4352,15,25894.4,17869.21,8025.19,Credit Card,Delivered,No,0,Adams-Morris,clifford17@example.com,15
ORD1317,10-03-2024,12-03-2024,CUST466,Austin Walker,Corporate,PROD9734,Snacks,Grocery,South,Arkansas,New Randallside,3,616,5,1755.6,1381.5,374.1,Debit Card,Cancelled,No,0,Collins Group,vfarmer@example.net,41
ORD1318,23-12-2023,25-12-2023,CUST383,James Moore,Corporate,PROD9910,Cooking Oil,Grocery,East,Connecticut,New Danielletown,2,3485,15,5924.5,5129.96,794.54,UPI,Cancelled,No,0,"Jackson, King and Brady",rothmichael@example.net,21
ORD1319,22-05-2024,28-05-2024,CUST431,Sharon Gordon,Home Office,PROD3895,Calculator,Office Supplies,North,South Carolina,Jenniferborough,4,1282,10,4615.2,4130.38,484.82,Debit Card,Pending,No,0,Davis and Sons,william23@example.com,43
ORD1320,31-03-2025,04-04-2025,CUST157,Thomas Gardner,Home Office,PROD8138,Bookshelf,Furniture,South,Hawaii,Clintonfurt,4,3469,0,13876,10752.63,3123.37,Credit Card,Pending,No,0,"Wade, Haley and Martin",josephcurtis@example.net,16
ORD1321,13-04-2024,18-04-2024,CUST428,Joseph Hester,Home Office,PROD9636,Calculator,Office Supplies,East,New Hampshire,Timothyton,5,3061,5,14539.75,11168.6,3371.15,Cash,Pending,No,0,Hernandez Inc,tdavis@example.org,32
ORD1322,11-09-2025,14-09-2025,CUST398,Brittany Johnson,Consumer,PROD4559,Laptop,Electronics,West,Michigan,East Thomasside,7,4364,20,24438.4,16423.14,8015.26,Debit Card,Pending,Yes,34,Matthews-Walker,dawsondestiny@example.org,5
ORD1323,31-10-2024,02-11-2024,CUST828,Steven Dudley,Home Office,PROD1522,Stapler,Office Supplies,South,Wyoming,South Stacie,7,1989,15,11834.55,7984.44,3850.11,UPI,Pending,No,0,Odom-Ray,qestrada@example.net,32
ORD1324,18-02-2025,19-02-2025,CUST381,Zachary Cabrera,Corporate,PROD1474,Study Table,Furniture,South,Florida,Williamsshire,8,4321,20,27654.4,22564.93,5089.47,Debit Card,Returned,Yes,20,Washington PLC,manuel09@example.org,0
ORD1325,14-07-2024,18-07-2024,CUST983,Kelly Hall,Corporate,PROD9539,Snacks,Grocery,North,Kentucky,Lake Stephanie,4,830,0,3320,2211.77,1108.23,Cash,Returned,Yes,31,Miller Ltd,estark@example.net,5
ORD1326,23-05-2025,27-05-2025,CUST489,Julie Wheeler,Consumer,PROD5020,Sugar,Grocery,East,Maine,West Jamesfort,4,3986,10,14349.6,8732.71,5616.89,Debit Card,Returned,No,0,Bradley Ltd,stephenmarshall@example.net,11
ORD1327,16-06-2025,21-06-2025,CUST204,Victoria Weaver,Corporate,PROD3468,Sofa,Furniture,South,Colorado,West David,10,3843,5,36508.5,27230.53,9277.97,UPI,Pending,No,0,Holland PLC,kenneth90@example.org,44
ORD1328,29-09-2024,02-10-2024,CUST888,Mark Morgan,Consumer,PROD8759,Office Chair,Furniture,North,North Dakota,Townsendview,9,4190,15,32053.5,19275.51,12777.99,Credit Card,Pending,No,0,"Johnson, Mejia and Howard",xjenkins@example.com,15
ORD1329,12-04-2025,17-04-2025,CUST825,April Bentley,Corporate,PROD3878,Juice Pack,Grocery,East,Montana,Powellborough,1,937,0,937,605.07,331.93,Net Banking,Delivered,No,0,Mcdonald-Cooper,brandonlong@example.com,47
ORD1330,20-06-2024,23-06-2024,CUST217,Daniel Ramos,Home Office,PROD7170,Headphones,Electronics,East,Arizona,South Danielle,9,1666,5,14244.3,11744,2500.3,Credit Card,Returned,No,0,"Martin, Zamora and Shaw",bjohnston@example.com,16
ORD1331,17-09-2025,19-09-2025,CUST776,Robert Johnson MD,Consumer,PROD9851,Headphones,Electronics,North,South Dakota,Jonesside,7,3569,20,19986.4,16922.4,3064,Credit Card,Returned,No,0,Stewart-Richard,bmiller@example.com,44
ORD1332,09-12-2024,10-12-2024,CUST931,Katelyn Maxwell,Home Office,PROD9157,Keyboard,Electronics,West,Arizona,Colemanland,10,3225,20,25800,20448.59,5351.41,Cash,Delivered,Yes,28,"Lynch, Blevins and Huffman",ywilson@example.net,1
ORD1333,13-02-2024,15-02-2024,CUST427,Mr. Nathan Kelly,Corporate,PROD7402,File Folder,Office Supplies,North,Pennsylvania,Alexmouth,8,972,10,6998.4,4379.71,2618.69,Net Banking,Pending,Yes,26,Hart Ltd,rodriguezjackson@example.net,9
ORD1334,20-08-2024,25-08-2024,CUST731,Paul Mays,Consumer,PROD5226,Rice Bag,Grocery,West,New Jersey,South Cathy,9,1590,10,12879,8510.01,4368.99,Credit Card,Delivered,No,0,Adams Group,loribaker@example.net,24
ORD1335,06-04-2024,10-04-2024,CUST886,Eric Washington,Consumer,PROD1820,File Folder,Office Supplies,East,Washington,Wallacetown,7,3874,20,21694.4,14857.5,6836.9,Net Banking,Cancelled,No,0,"Dean, Smith and White",colemankaren@example.com,32
ORD1336,06-08-2024,13-08-2024,CUST714,Stephen Garcia,Home Office,PROD4393,Sugar,Grocery,North,Pennsylvania,South Emma,2,2443,15,4153.1,2692.33,1460.77,UPI,Returned,No,0,Flynn-Hutchinson,ashley27@example.org,40
ORD1337,15-11-2024,16-11-2024,CUST884,Lindsay Pitts,Home Office,PROD2883,Cooking Oil,Grocery,East,Utah,Johnsonland,10,4588,20,36704,32340.75,4363.25,Cash,Returned,No,0,Bell-Williams,jcarter@example.net,38
ORD1338,20-01-2024,23-01-2024,CUST451,Holly Fletcher,Corporate,PROD2285,Snacks,Grocery,North,West Virginia,New Davidstad,5,3740,10,16830,14036.12,2793.88,UPI,Returned,Yes,50,"Parker, Taylor and Henderson",vmathis@example.net,0
ORD1339,12-01-2024,15-01-2024,CUST563,Katrina Mcclure,Corporate,PROD5978,Dining Table,Furniture,North,South Carolina,Berryport,4,2168,5,8238.4,7290.74,947.66,UPI,Cancelled,Yes,50,Melendez-Hill,wilkersonmark@example.com,1
ORD1340,24-01-2025,27-01-2025,CUST380,Michael Merritt,Consumer,PROD9975,Mouse,Electronics,East,Tennessee,Dianefurt,7,2950,15,17552.5,13616.23,3936.27,Debit Card,Delivered,No,0,Taylor PLC,guerrerojason@example.com,41
ORD1341,07-06-2025,11-06-2025,CUST579,Shannon Page,Corporate,PROD7283,Laptop,Electronics,North,Oklahoma,Deannachester,6,1693,0,10158,9071.96,1086.04,Cash,Delivered,Yes,44,Stuart LLC,wrightcaitlyn@example.net,8
ORD1342,15-02-2025,18-02-2025,CUST122,George Brown,Consumer,PROD5710,Sofa,Furniture,East,Utah,South Jayfurt,2,1708,10,3074.4,2620.42,453.98,UPI,Returned,No,0,Reynolds-Cannon,brian98@example.org,40
ORD1343,30-06-2025,01-07-2025,CUST891,Pamela Miller,Corporate,PROD5648,Keyboard,Electronics,East,Pennsylvania,North Sandramouth,3,422,10,1139.4,760.36,379.04,Net Banking,Returned,No,0,"Nelson, Bradford and Humphrey",alisonwaller@example.org,47
ORD1344,18-01-2025,20-01-2025,CUST609,Tristan Spencer,Home Office,PROD8097,Bookshelf,Furniture,East,Nebraska,Port James,7,2020,5,13433,10407.67,3025.33,UPI,Cancelled,Yes,49,"Davenport, Moon and Stewart",vthomas@example.net,0
ORD1345,02-12-2024,03-12-2024,CUST530,Kenneth Bishop,Home Office,PROD2276,Keyboard,Electronics,South,Michigan,Carrillomouth,10,1696,5,16112,13870.52,2241.48,Net Banking,Returned,No,0,Hernandez PLC,lori54@example.org,29
ORD1346,28-11-2023,03-12-2023,CUST518,Kari Bailey,Home Office,PROD1413,Laptop,Electronics,West,Missouri,Clarkberg,6,1655,10,8937,6139.76,2797.24,Credit Card,Returned,No,0,"Green, Flowers and Lopez",grantcynthia@example.com,47
ORD1347,06-10-2024,09-10-2024,CUST669,Daniel Larson,Consumer,PROD4624,File Folder,Office Supplies,North,North Dakota,West Heather,9,2290,5,19579.5,13843.08,5736.42,Debit Card,Returned,No,0,Arnold Ltd,kmarquez@example.net,30
ORD1348,15-11-2024,19-11-2024,CUST634,Mike Martinez,Consumer,PROD8985,Sofa,Furniture,North,Florida,West Lauraview,8,747,0,5976,3770.03,2205.97,Credit Card,Returned,Yes,23,Shields-Sutton,hmadden@example.org,0
ORD1349,07-03-2025,08-03-2025,CUST685,Evelyn Nguyen,Consumer,PROD9725,Monitor,Electronics,East,Iowa,Gallowaychester,7,2308,5,15348.2,10359.45,4988.75,Credit Card,Delivered,Yes,39,Allen-Spencer,angelicacobb@example.net,1
ORD1350,19-07-2024,23-07-2024,CUST719,Tonya Miller,Home Office,PROD8663,Laptop,Electronics,South,Hawaii,Perezberg,4,4032,0,16128,12948.41,3179.59,UPI,Pending,No,0,Collins and Sons,bellstephen@example.org,23
ORD1351,29-11-2023,30-11-2023,CUST293,Ryan Wilkinson,Home Office,PROD9053,Headphones,Electronics,East,New Mexico,Rossburgh,3,4748,5,13531.8,11793.37,1738.43,Debit Card,Pending,No,0,"Smith, Barrett and Johnson",yprice@example.net,21
ORD1352,19-06-2024,24-06-2024,CUST965,Teresa Anderson,Consumer,PROD8717,Sofa,Furniture,West,Montana,Scottshire,9,1380,15,10557,8892.31,1664.69,Cash,Pending,No,0,"Raymond, Rogers and Stuart",david83@example.org,50
ORD1353,28-10-2025,04-11-2025,CUST159,Andrea Soto,Consumer,PROD1723,Dining Table,Furniture,South,Pennsylvania,New Annetteberg,10,747,20,5976,4826.53,1149.47,Debit Card,Returned,Yes,39,Singh LLC,danielchristensen@example.org,1
ORD1354,27-03-2024,31-03-2024,CUST713,Gary Mathews,Home Office,PROD5684,Monitor,Electronics,West,Minnesota,Murphyland,8,2529,10,18208.8,15724.06,2484.74,Cash,Pending,No,0,Sanders Inc,hernandezjonathan@example.org,31
